doc_id,source_doc_id,simple_family_id,publication_number,bertopic_topic,year
2161,2483,403582361,IN202541052053A,7,2025
2162,2484,403583801,IN202541055093A,28,2025
2163,2485,403546028,US20250186288A1,-1,2023
2164,2486,403547541,US20250187192A1,75,2023
2165,2487,374532431,US20250187212A1,-1,2022
2166,2490,348392377,CN114371713B,-1,2022
2167,2491,364957625,CN115706854B,-1,2021
2168,2492,398046083,CN119397712B,-1,2024
2169,2493,399186985,CN119550365B,-1,2025
2170,2494,403467370,CN120113655A,24,2025
2171,2495,403443718,CN120116222A,17,2025
2172,2498,403495637,CN222958663U,13,2024
2173,2499,403452011,CN222959942U,9,2024
2174,2500,403452073,CN222959943U,9,2024
2175,2501,403459715,CN222964679U,0,2024
2176,2502,368664174,CN116092325B,-1,2023
2177,2503,397646206,CN119354703B,20,2024
2178,2504,398568276,CN119469168B,33,2025
2179,2505,403312498,CN120095781A,4,2025
2180,2507,403313476,CN120095879A,-1,2025
2181,2508,403313951,CN120095888A,16,2025
2182,2509,403327159,CN120096712A,-1,2025
2183,2510,403302298,CN120103759A,-1,2025
2184,2511,403305770,CN120103836A,-1,2025
2185,2512,403306037,CN120103844A,27,2025
2186,2513,403405445,CN120108106A,46,2025
2187,2514,403405633,CN120108108A,-1,2025
2188,2515,403348569,CN120111085A,44,2025
2189,2516,403324786,CN222945598U,13,2024
2190,2517,376928516,CN116985113B,45,2022
2191,2518,400158932,CN119658660B,12,2025
2192,2519,400115484,CN119666300B,16,2025
2193,2520,401273083,CN119820584B,10,2025
2194,2521,403167718,CN120078630A,3,2025
2195,2525,403243100,CN120080930A,67,2025
2196,2527,403214115,CN222932535U,16,2024
2197,2528,391653992,US12320400B2,-1,2024
2198,2530,394023301,CN118915773B,27,2024
2199,2531,398572948,CN119458415B,17,2025
2200,2532,403077522,CN120056065A,71,2025
2201,2533,403080730,CN120056116A,-1,2025
2202,2536,403057832,CN120060518A,-1,2025
2203,2542,403015977,IN202517045562A,49,2025
2204,2544,403017808,IN202521045919A,2,2025
2205,2545,403020052,IN202541044109A,-1,2025
2206,2546,403020787,IN202541045275A,41,2025
2207,2547,403021527,IN202541046255A,21,2025
2208,2549,310801331,CN111301548B,0,2020
2209,2550,366906870,CN115877861B,6,2022
2210,2551,366997878,CN115892283B,37,2022
2211,2552,398405688,CN119428908B,9,2025
2212,2553,398593809,CN119459928B,9,2025
2213,2554,398593915,CN119459930B,-1,2025
2214,2555,400745958,CN119748486B,36,2025
2215,2557,402871452,CN120038737A,10,2024
2216,2559,402873711,CN120038783A,-1,2025
2217,2561,402882381,CN120039325A,0,2024
2218,2562,402934522,CN120042383A,-1,2025
2219,2563,402957586,CN120044977A,3,2025
2220,2564,402939376,CN120047897A,-1,2025
2221,2566,402942826,CN120048259A,2,2025
2222,2568,402957010,CN222900182U,11,2024
2223,2569,402885506,CN222904053U,-1,2024
2224,2570,385869128,US12315301B2,-1,2024
2225,2571,395892248,CN119150911B,2,2024
2226,2572,396979674,CN119260744B,5,2024
2227,2573,398726209,CN119480143B,8,2025
2228,2574,402789817,CN120023822A,-1,2025
2229,2576,402805883,CN120024533A,54,2024
2230,2577,402783691,CN120027172A,12,2025
2231,2579,402752596,IN202311074644A,21,2023
2232,2580,402754088,IN202521036197A,42,2025
2233,2581,403152329,KR1020250071970A,8,2023
2234,2582,402715245,US20250162147A1,-1,2023
2235,2585,402741637,WO2025103388A1,20,2024
2236,2587,336992385,CN113478506B,-1,2021
2237,2588,356903235,CN115167425B,33,2022
2238,2589,398699277,CN119478439B,56,2024
2239,2590,400775195,CN119749742B,-1,2025
2240,2591,402578983,CN120002619A,-1,2025
2241,2593,402581877,CN120002661A,5,2025
2242,2594,402581945,CN120002662A,1,2025
2243,2597,402599446,CN120003611A,19,2025
2244,2600,402626404,CN120014537A,-1,2024
2245,2601,402632932,CN120014925A,48,2025
2246,2602,402639775,CN120015062A,2,2025
2247,2604,402539679,IN202511040243A,28,2025
2248,2605,HK62025105347.120250328,HK40117565A,-1,2025
2249,2606,402501257,US20250153361A1,-1,2024
2250,2607,352286052,CN114708529B,41,2022
2251,2608,356334960,CN115112404B,-1,2022
2252,2609,365679464,CN115755594B,3,2022
2253,2610,402338345,CN119973996A,-1,2025
2254,2612,402340680,CN119974054A,12,2025
2255,2613,402341233,CN119974066A,12,2025
2256,2614,402354821,CN119975595A,13,2025
2257,2616,402354946,CN119975598A,0,2025
2258,2618,402356418,CN119975637A,2,2025
2259,2619,402447699,CN119986855A,-1,2024
2260,2620,402454833,CN119987371A,38,2025
2261,2621,402452821,CN119987548A,-1,2025
2262,2622,402475870,CN119996834A,26,2025
2263,2623,402343401,CN222857136U,36,2024
2264,2624,402368315,CN222859606U,9,2024
2265,2625,311588983,CN111360857B,4,2020
2266,2626,394694170,CN118990480B,35,2024
2267,2627,396423379,CN119200617B,30,2024
2268,2628,402224205,CN119952687A,-1,2023
2269,2630,402221988,CN119952718A,-1,2025
2270,2633,402231519,CN119956966A,10,2025
2271,2637,402235563,CN119961623A,2,2025
2272,2638,402257572,CN119967160A,-1,2025
2273,2639,402161152,US20250149052A1,42,2023
2274,2641,402033168,CN119927945A,71,2025
2275,2645,402061884,CN119929202A,54,2024
2276,2647,402051343,CN119942901A,18,2025
2277,2648,342032006,US12290923B2,0,2022
2278,2649,357677698,US12293825B2,8,2022
2279,2650,398788534,CN119495288B,2,2025
2280,2651,399884564,CN119635672B,-1,2025
2281,2652,401943685,CN119910686A,-1,2025
2282,2653,401953268,CN119911343A,0,2025
2283,2654,401969185,CN119912025A,-1,2025
2284,2655,401987663,CN119916428A,30,2025
2285,2656,401931046,CN119917951A,21,2024
2286,2657,401956872,CN119919149A,42,2025
2287,2658,381282195,CN119923237A,-1,2023
2288,2659,401938895,CN222824923U,14,2024
2289,2660,401908084,IN202541033187A,30,2025
2290,2661,401908113,IN202541033426A,28,2025
2291,2662,401908153,IN202541033513A,44,2025
2292,2663,401874445,US20250135655A1,73,2024
2293,2664,379821404,EP4544367A1,-1,2023
2294,2665,317613239,CN111828549B,0,2019
2295,2666,399883842,CN119635724B,16,2025
2296,2668,401823698,CN119902551A,3,2025
2297,2669,401835223,CN119903407A,3,2025
2298,2670,319442765,US12286176B2,-1,2023
2299,2671,343230817,US12288617B2,8,2021
2300,2672,344031405,CN113989850B,41,2021
2301,2673,360807175,CN115373269B,3,2022
2302,2674,392061127,CN118672272B,3,2024
2303,2675,401615869,CN119871338A,13,2025
2304,2676,401617294,CN119871379A,74,2024
2305,2677,401615241,CN119871408A,-1,2025
2306,2678,401616043,CN119871448A,10,2025
2307,2680,401635876,CN119872727A,-1,2025
2308,2683,401724271,CN119882578A,44,2025
2309,2686,401727876,CN119889147A,18,2025
2310,2687,401702022,CN222792074U,13,2024
2311,2688,401626582,CN222794407U,-1,2024
2312,2689,401609488,IN202511034005A,2,2025
2313,2690,401612011,IN202541033481A,28,2025
2314,2691,401589467,US20250128412A1,22,2024
2315,2692,174974717,EP3783781B1,-1,2015
2316,2693,313691149,CN111521540B,59,2020
2317,2695,381726227,CN117533318B,7,2023
2318,2696,404023923,PE20251146Z,8,2024
2319,2697,375352207,CN116832416B,-1,2023
2320,2698,399238383,CN119554524B,-1,2025
2321,2700,401410957,CN119839890A,4,2025
2322,2701,401411996,CN119839906A,40,2024
2323,2702,401428173,CN119840749A,0,2025
2324,2703,401420654,CN119845283A,27,2025
2325,2705,401403749,CN119849301A,6,2024
2326,2707,401437620,CN119851306A,41,2024
2327,2708,401447583,CN119852048A,66,2025
2328,2709,401438075,CN222768473U,-1,2024
2329,2710,401456342,CN222769497U,52,2024
2330,2711,401457676,CN222769525U,11,2024
2331,2712,401370678,IN202541031164A,29,2025
2332,2713,401771537,KR1020250051842A,65,2023
2333,2714,401350221,US20250121502A1,4,2024
2334,2715,401360237,WO2025077994A1,57,2023
2335,2716,392673071,KR102794817B1,-1,2023
2336,2717,396397585,CN119197493B,35,2024
2337,2722,401289659,CN119821441A,7,2025
2338,2723,401293005,CN119821540A,9,2024
2339,2724,401293228,CN119821543A,0,2025
2340,2726,401274030,CN222756689U,9,2024
2341,2727,401294272,CN222757697U,-1,2024
2342,2729,401147975,CN119792931A,32,2024
2343,2730,401070639,CN119795163A,5,2024
2344,2731,401070893,CN119795167A,67,2024
2345,2732,401071776,CN119795182A,5,2025
2346,2733,401071716,CN119795249A,0,2025
2347,2734,401095974,CN119796372A,0,2025
2348,2735,401156874,CN119806027A,-1,2025
2349,2736,401143902,CN222741438U,0,2024
2350,2737,401145137,CN222741455U,0,2024
2351,2738,401052050,IN202541026804A,8,2025
2352,2740,392463223,CN118721215B,10,2024
2353,2741,397705930,CN119360308B,7,2024
2354,2742,400967316,CN119770042A,24,2025
2355,2744,400909367,CN119772874A,28,2024
2356,2746,400913792,CN119772944A,-1,2025
2357,2747,400928551,CN119773890A,30,2024
2358,2748,400928588,CN119773891A,30,2024
2359,2750,400934727,CN222726760U,16,2024
2360,2751,400857696,JP2025053298A,2,2023
2361,2752,301647729,CN110507972B,-1,2019
2362,2753,350806484,CN114582026B,50,2022
2363,2754,394431188,CN118968559B,-1,2024
2364,2755,400822234,CN119746319A,-1,2024
2365,2759,400775132,CN119749741A,0,2025
2366,2763,400779637,CN119762524A,50,2024
2367,2765,400790544,CN222712190U,13,2024
2368,2770,400181445,JP2025044307A,25,2023
2369,2771,300780097,CN110420030B,8,2019
2370,2772,400571791,CN119734250A,-1,2024
2371,2773,400572057,CN119734255A,1,2024
2372,2774,400572539,CN119734264A,-1,2024
2373,2775,400583490,CN119734772A,37,2025
2374,2776,400618344,CN222697220U,13,2024
2375,2778,400559609,US12263591B1,-1,2024
2376,2779,361992109,US12263899B2,0,2021
2377,2780,393699036,CN118849052B,-1,2024
2378,2781,398907033,CN119501953B,-1,2025
2379,2782,400483035,CN119704166A,19,2025
2380,2784,400500041,CN119705669A,0,2025
2381,2785,400510871,CN119706723A,-1,2024
2382,2788,400375773,IN202531014686A,8,2025
2383,2789,400347845,US20250106455A1,53,2022
2384,2790,334686999,CN113294479B,-1,2021
2385,2791,359900908,CN115285136B,7,2022
2386,2792,364160316,CN115657696B,6,2022
2387,2793,368635921,CN116079727B,-1,2023
2388,2794,398701787,CN119453091B,61,2025
2389,2798,400268466,CN119690122A,3,2024
2390,2801,349778239,CN114492000B,-1,2022
2391,2802,372035423,CN116449711B,3,2023
2392,2803,395723416,CN119115984B,9,2024
2393,2805,400039591,CN119659793A,-1,2024
2394,2806,400039897,CN119659801A,9,2024
2395,2807,400039966,CN119659803A,9,2024
2396,2809,400133048,CN119668267A,33,2024
2397,2811,400083090,CN119673647A,66,2024
2398,2812,400094309,CN222644641U,-1,2024
2399,2813,400039519,CN222649923U,18,2024
2400,2814,400024990,IN202441090993A,8,2024
2401,2815,400025888,IN202541016187A,8,2025
2402,2816,400026827,IN202541016236A,21,2025
2403,2817,400021784,WO2025059544A1,22,2024
2404,2818,364307864,CN115649320B,0,2022
2405,2819,390029229,CN118444565B,3,2024
2406,2822,399883590,CN119635720A,0,2025
2407,2824,399907367,CN119636944A,0,2024
2408,2825,399907414,CN119636945A,0,2024
2409,2826,399907608,CN119636948A,-1,2024
2410,2832,399915045,CN222627833U,1,2024
2411,2833,399857568,CN222636712U,31,2024
2412,2834,399827519,JP2025036942A,1,2023
2413,2835,306747918,CN110962118B,-1,2018
2414,2836,363636934,CN115610548B,0,2022
2415,2837,396469494,CN119188792B,1,2024
2416,2838,396979796,CN119260745B,1,2024
2417,2839,398082171,CN119399603B,41,2025
2418,2840,399748633,CN119605484A,39,2025
2419,2845,399702970,CN119610127A,-1,2025
2420,2846,399704384,CN119610200A,9,2024
2421,2847,399704883,CN119610206A,-1,2025
2422,2848,399732573,CN119611572A,0,2025
2423,2849,399676325,CN119628313A,-1,2024
2424,2850,399739301,CN222609626U,-1,2024
2425,2851,399666068,IN202541018781A,-1,2025
2426,2852,357254873,CN115202378B,1,2022
2427,2853,389941772,CN118414977B,39,2024
2428,2854,399596695,CN119589639A,36,2024
2429,2858,399588105,CN119600525A,51,2024
2430,2859,399491494,CN119601011A,2,2025
2431,2860,399538385,CN222591641U,0,2024
2432,2861,399836790,KR1020250034329A,-1,2025
2433,2862,324297927,CN112460085B,0,2020
2434,2863,352491769,CN114721267B,-1,2022
2435,2864,365846502,CN115771163B,64,2022
2436,2865,399405336,CN119567300A,10,2024
2437,2866,399414544,CN119568308A,-1,2024
2438,2867,399341727,CN119575806A,1,2024
2439,2869,399408236,CN119582654A,73,2024
2440,2870,399425600,CN222572423U,0,2024
2441,2872,376872992,EP4517466A1,45,2022
2442,2873,339532393,CN113675824B,73,2021
2443,2874,352528975,CN114723807B,74,2021
2444,2875,393132449,CN118801735B,73,2024
2445,2876,394558555,CN118982678B,35,2024
2446,2877,395219296,CN119058812B,7,2024
2447,2878,395943913,CN119154530B,64,2024
2448,2879,396604911,CN119223608B,16,2024
2449,2880,396798036,CN119246127B,16,2024
2450,2881,397469403,CN119328772B,3,2024
2451,2882,399188360,CN119550314A,13,2024
2452,2885,399197203,CN119551095A,-1,2024
2453,2888,399194238,CN119559665A,-1,2024
2454,2889,399244304,CN222553575U,9,2024
2455,2890,399245577,CN222553602U,-1,2024
2456,2891,295677937,US12240103B2,-1,2020
2457,2892,389942258,CN118415626B,-1,2024
2458,2893,394345331,CN118953121B,7,2024
2459,2894,399036031,CN119526472A,-1,2024
2460,2896,399124487,CN222545826U,14,2024
2461,2897,399013129,IN202541013851A,0,2025
2462,2898,399007913,WO2025042795A1,4,2024
2463,2899,399007934,WO2025042802A1,30,2024
2464,2900,399008005,WO2025042837A1,-1,2024
2465,2903,398907587,CN119501971A,-1,2024
2466,2904,398920263,CN119503044A,0,2024
2467,2905,398883436,CN119512111A,6,2024
2468,2906,398944946,CN119517355A,48,2024
2469,2908,398804895,CN222514782U,31,2024
2470,2909,398770185,IN202541011640A,-1,2025
2471,2910,378000186,KR102770980B1,16,2023
2472,2911,371495064,US20250058473A1,-1,2022
2473,2912,398736532,US20250058842A1,-1,2024
2474,2916,394693939,CN118990555B,5,2024
2475,2917,394753060,CN119002232B,5,2024
2476,2918,395050594,CN119036471B,-1,2024
2477,2919,395050649,CN119036473B,10,2024
2478,2921,398574732,CN119458361A,1,2024
2479,2922,398574894,CN119458364A,-1,2024
2480,2924,398593349,CN119459919A,1,2024
2481,2925,398593475,CN119459922A,37,2024
2482,2932,398619732,CN119472641A,30,2024
2483,2933,398619748,CN119472771A,30,2025
2484,2934,398658624,CN119475628A,-1,2024
2485,2936,398707363,CN119479114A,43,2024
2486,2938,398609074,CN119484600A,-1,2024
2487,2939,398610420,CN119484770A,2,2024
2488,2940,398656330,CN222496494U,9,2024
2489,2941,362214329,CN115488893B,-1,2022
2490,2942,363632140,CN115616898B,1,2022
2491,2943,398386565,CN119427421A,-1,2024
2492,2944,398405806,CN119428903A,-1,2024
2493,2947,398395491,CN119439737A,1,2024
2494,2949,398401002,CN119440077A,3,2024
2495,2950,398417867,CN119441810A,7,2024
2496,2952,398468925,CN119445951A,59,2024
2497,2953,398355391,CN222475815U,-1,2024
2498,2954,398335117,JP2025021813A,25,2023
2499,2955,355280115,CN114993330B,27,2022
2500,2958,398173834,CN119417872A,-1,2024
2501,2959,398174225,CN119418385A,2,2024
2502,2960,398227281,CN222447554U,0,2023
2503,2961,398153999,CN222452392U,0,2024
2504,2962,398508463,TWM666566U,64,2024
2505,2963,308624528,CN111113435B,6,2020
2506,2964,345183085,CN114056452B,0,2021
2507,2965,398052693,CN119388393A,-1,2024
2508,2966,398052889,CN119388396A,13,2024
2509,2967,398053075,CN119388399A,4,2024
2510,2969,398057633,CN119388476A,13,2024
2511,2970,398014892,CN119396197A,6,2024
2512,2973,398006337,IN202421097772A,28,2024
2513,2974,VN120220557120220831,VN10042832000B,68,2022
2514,2975,397956647,IN202417069065A,-1,2024
2515,2976,397953875,IN202511004346A,2,2025
2516,2978,375170559,EP4496543A1,-1,2023
2517,2979,395180197,CN119065397B,1,2024
2518,2980,397777647,CN119369370A,4,2024
2519,2981,397777661,CN119369449A,-1,2024
2520,2983,397774600,CN119380259A,51,2024
2521,2985,397800632,CN222405750U,13,2024
2522,2986,397906316,CN222414186U,18,2024
2523,2988,397693162,CN119348735A,0,2024
2524,2989,397641721,CN119354216A,6,2024
2525,2991,397662507,CN119356318A,5,2024
2526,2992,397666980,CN119356561A,-1,2023
2527,2998,392459353,CN118721241B,-1,2024
2528,2999,392825604,CN118753401B,-1,2024
2529,3000,393630506,CN118868693B,1,2024
2530,3003,397566585,CN119336059A,33,2024
2531,3004,397543044,CN119338153A,10,2024
2532,3006,397531604,CN119342308A,50,2024
2533,3007,411908623,TR2024019076A2,60,2024
2534,3008,411918764,TR2025000281A2,68,2025
2535,3009,397405093,CN119319573A,36,2024
2536,3010,397418343,CN119322514A,40,2023
2537,3011,397380530,IN202421052346A,57,2024
2538,3012,397380478,IN202441103637A,2,2024
2539,3014,396699019,JP2025004418A,-1,2023
2540,3015,352226826,CN114690788B,6,2020
2541,3016,397319476,CN119305650A,9,2024
2542,3018,397272304,CN119314073A,41,2023
2543,3019,397299344,CN119315673A,64,2024
2544,3020,380951130,US12200404B2,-1,2022
2545,3021,386615683,TWI869727B,-1,2022
2546,3022,351828824,CN114663754B,15,2022
2547,3023,392195641,CN118682776B,2,2024
2548,3024,393766309,CN118876109B,12,2024
2549,3025,395177148,CN119065253B,3,2024
2550,3028,397175762,CN119283058A,13,2024
2551,3029,397175951,CN119283060A,72,2024
2552,3030,397177535,CN119283081A,-1,2024
2553,3031,397082561,CN119284001A,2,2024
2554,3032,397082635,CN119284002A,19,2024
2555,3033,397074696,CN119290333A,-1,2024
2556,3035,397128403,CN119299826A,-1,2024
2557,3036,397067298,IN202411104833A,-1,2024
2558,3037,397069816,IN202441101892A,21,2024
2559,3039,352342922,CN114700956B,-1,2022
2560,3040,355902243,CN115061370B,3,2022
2561,3041,395428116,CN119085662B,-1,2024
2562,3046,396892558,CN119262243A,-1,2024
2563,3047,396971694,CN222308872U,4,2024
2564,3048,395060146,CN119037580B,-1,2024
2565,3050,396731062,CN119238567A,2,2024
2566,3051,396731152,CN119238572A,1,2024
2567,3052,396731859,CN119238600A,13,2024
2568,3055,396805048,CN119247375A,-1,2024
2569,3056,396730072,IN202431103459A,15,2024
2570,3057,396727060,IN202441078754A,52,2024
2571,3058,396718005,US20250004480A1,-1,2024
2572,3059,365746589,US20250005450A1,21,2021
2573,3060,396707475,WO2025005980A1,22,2023
2574,3061,373946290,EP4483351A1,-1,2023
2575,3062,396880641,TWM665243U,-1,2024
2576,3063,396579973,CN119220718A,-1,2024
2577,3065,396617850,CN119225418A,6,2024
2578,3067,396617583,CN222270370U,13,2024
2579,3068,335606406,US12179363B2,-1,2021
2580,3069,387347498,CN118172798B,17,2024
2581,3070,393906614,CN118897455B,3,2024
2582,3071,396468667,CN119188690A,2,2024
2583,3073,396526015,CN119193893A,-1,2024
2584,3074,396395934,CN119197291A,36,2024
2585,3078,396424741,CN119200658A,6,2024
2586,3079,396491683,CN119206792A,23,2024
2587,3080,396493605,CN119206864A,23,2024
2588,3082,396328115,US20240428202A1,-1,2023
2589,3083,301086507,CN110450193B,0,2019
2590,3084,392315468,CN118700180B,9,2024
2591,3085,359960226,CN115291621B,54,2022
2592,3086,359915283,CN115294546B,7,2022
2593,3087,396049925,CN119159594A,-1,2024
2594,3089,396050214,CN119159602A,-1,2024
2595,3090,396055752,CN119160301A,0,2023
2596,3091,396128992,CN119169783A,46,2024
2597,3092,396129218,CN119170398A,66,2024
2598,3093,396190716,IN202427085973A,-1,2024
2599,3094,396034149,IN202441098093A,8,2024
2600,3095,396034449,IN202441098617A,28,2024
2601,3098,302268058,EP3785867B1,-1,2019
2602,3099,318990076,EP3810376B1,-1,2020
2603,3100,373049141,EP4476673A1,8,2023
2604,3101,391727895,CN118636158B,-1,2024
2605,3102,391727969,CN118636159B,10,2024
2606,3103,391728072,CN118636160B,10,2024
2607,3104,392196650,CN118682792B,9,2024
2608,3105,392197150,CN118682798B,4,2024
2609,3106,392197498,CN118682800B,4,2024
2610,3107,392315521,CN118700181B,-1,2024
2611,3108,392315577,CN118700182B,-1,2024
2612,3109,392315642,CN118700183B,9,2024
2613,3110,392315828,CN118700186B,-1,2024
2614,3111,392315909,CN118700187B,13,2024
2615,3112,392317436,CN118700209B,9,2024
2616,3113,392459432,CN118721242B,-1,2024
2617,3114,393701984,CN118848993B,60,2024
2618,3117,395915652,CN119152641A,53,2024
2619,3119,395888265,CN222179682U,0,2024
2620,3121,395722901,CN119115952A,1,2024
2621,3122,395723378,CN119115981A,-1,2024
2622,3124,395722353,CN119126815A,33,2024
2623,3125,395786310,CN119131841A,51,2024
2624,3126,395846883,KR1020240173617A,0,2024
2625,3127,395628265,JP2024171270A,1,2023
2626,3128,384870514,CN117901143B,10,2024
2627,3129,391135020,CN118567225B,6,2024
2628,3131,395523637,CN119098958A,40,2024
2629,3132,395523687,CN119098959A,-1,2024
2630,3133,395537080,CN119099752A,0,2024
2631,3134,395597566,CN119106513A,3,2024
2632,3135,395606499,CN119106700A,1,2024
2633,3137,390956690,CN118544362B,28,2024
2634,3138,391731078,CN118636196B,-1,2024
2635,3139,395421432,CN119074495A,24,2024
2636,3141,395383627,CN119078986A,1,2024
